DateTime,Open,High,Low,Close,Volume
2020-06-02 09:15:00,376.25,389.1,339.2,342.5,75225
2020-06-02 09:30:00,342.5,354.9,333.85,338.5,54300
2020-06-02 09:45:00,339.45,348.95,339.35,342.55,39975
2020-06-02 10:00:00,341.55,365.0,340.4,364.9,43725
2020-06-02 10:15:00,364.9,384.55,360.8,371.25,47625
2020-06-02 10:30:00,371.25,374.3,359.15,362.45,24450
2020-06-02 10:45:00,362.45,362.45,350.65,357.65,64800
2020-06-02 11:00:00,357.65,365.0,341.6,351.85,57075
2020-06-02 11:15:00,351.85,363.7,347.55,349.55,19875
2020-06-02 11:30:00,349.55,356.0,344.15,349.9,22575
2020-06-02 11:45:00,349.9,356.5,343.25,344.05,14775
2020-06-02 12:00:00,344.05,348.55,325.3,336.2,65325
2020-06-02 12:15:00,336.2,345.7,330.5,341.15,70200
2020-06-02 12:30:00,341.15,341.15,320.0,320.85,51600
2020-06-02 12:45:00,320.85,327.95,307.5,310.6,123600
2020-06-02 13:00:00,310.6,316.9,297.75,308.45,136650
2020-06-02 13:15:00,309.05,324.9,308.9,310.85,85425
2020-06-02 13:30:00,310.85,316.45,304.2,315.45,53400
2020-06-02 13:45:00,315.45,315.7,292.45,299.0,58650
2020-06-02 14:00:00,299.0,302.25,290.0,302.0,80625
2020-06-02 14:15:00,302.0,308.9,297.7,306.5,52875
2020-06-02 14:30:00,305.55,309.35,296.05,302.1,53625
2020-06-02 14:45:00,302.1,303.2,290.55,291.0,40875
2020-06-02 15:00:00,291.0,298.0,285.85,292.55,102825
2020-06-02 15:15:00,292.55,294.05,275.0,276.0,124050
2020-06-03 09:15:00,245.1,245.15,222.6,225.45,383925
2020-06-03 09:30:00,225.45,234.1,221.5,232.05,167025
2020-06-03 09:45:00,232.8,247.8,230.15,236.95,213450
2020-06-03 10:00:00,236.95,243.35,231.05,235.25,115350
2020-06-03 10:15:00,235.1,237.2,230.1,234.8,65775
2020-06-03 10:30:00,234.8,234.8,223.1,227.5,117075
2020-06-03 10:45:00,227.5,233.7,225.05,231.6,85950
2020-06-03 11:00:00,231.6,238.6,230.95,236.0,58125
2020-06-03 11:15:00,236.0,236.0,226.0,226.0,79125
2020-06-03 11:30:00,226.0,229.95,221.55,227.0,74250
2020-06-03 11:45:00,227.0,230.9,214.0,217.85,126900
2020-06-03 12:00:00,217.85,223.75,215.65,222.6,113250
2020-06-03 12:15:00,222.0,229.35,221.9,224.25,54450
2020-06-03 12:30:00,224.25,229.6,222.4,224.4,42075
2020-06-03 12:45:00,224.4,229.25,220.05,224.3,67650
2020-06-03 13:00:00,224.3,232.0,221.0,224.05,79725
2020-06-03 13:15:00,224.05,226.45,215.15,216.45,94500
2020-06-03 13:30:00,216.45,221.0,211.0,220.1,104475
2020-06-03 13:45:00,220.0,221.9,209.3,215.0,121575
2020-06-03 14:00:00,215.0,219.6,206.7,207.3,105150
2020-06-03 14:15:00,207.3,210.6,200.55,200.75,165450
2020-06-03 14:30:00,200.75,212.0,193.2,208.9,336750
2020-06-03 14:45:00,208.9,225.55,204.65,225.55,206175
2020-06-03 15:00:00,226.0,251.15,225.3,250.15,553200
2020-06-03 15:15:00,249.75,253.5,236.7,238.5,320775
2020-06-04 09:15:00,255.0,256.0,221.9,235.0,260025
2020-06-04 09:30:00,235.0,259.8,233.15,250.95,320325
2020-06-04 09:45:00,250.95,259.2,242.55,242.55,122400
2020-06-04 10:00:00,242.55,254.8,238.0,251.85,203025
2020-06-04 10:15:00,251.85,251.85,227.5,228.0,413700
2020-06-04 10:30:00,227.25,235.35,227.25,233.7,91050
2020-06-04 10:45:00,233.6,245.85,232.75,242.0,190950
2020-06-04 11:00:00,242.0,254.9,241.1,251.25,196350
2020-06-04 11:15:00,250.85,264.2,247.8,261.0,168225
2020-06-04 11:30:00,261.0,267.0,256.1,262.5,181200
2020-06-04 11:45:00,261.9,279.95,261.9,269.35,247875
2020-06-04 12:00:00,269.35,282.95,265.15,279.55,158400
2020-06-04 12:15:00,279.55,299.3,278.4,289.95,211500
2020-06-04 12:30:00,289.95,292.1,277.2,283.05,178050
2020-06-04 12:45:00,283.05,295.2,280.5,290.45,104700
2020-06-04 13:00:00,290.55,301.0,286.05,295.6,119550
2020-06-04 13:15:00,296.25,299.2,269.55,271.2,178500
2020-06-04 13:30:00,271.7,274.8,242.2,249.95,423075
2020-06-04 13:45:00,249.6,265.25,247.05,258.1,285150
2020-06-04 14:00:00,258.05,266.75,249.2,265.15,296925
2020-06-04 14:15:00,265.15,275.25,256.9,262.0,235725
2020-06-04 14:30:00,262.0,262.0,252.55,260.8,120300
2020-06-04 14:45:00,260.8,272.0,256.4,268.15,123225
2020-06-04 15:00:00,268.0,268.0,254.5,257.6,176100
2020-06-04 15:15:00,257.6,259.0,251.0,256.9,185475
2020-06-05 09:15:00,227.5,235.15,207.25,208.0,509100
2020-06-05 09:30:00,207.7,214.0,203.0,210.0,192750
2020-06-05 09:45:00,209.35,225.05,207.75,211.7,217725
2020-06-05 10:00:00,211.9,232.0,208.9,228.2,192225
2020-06-05 10:15:00,228.2,242.75,225.75,241.55,149325
2020-06-05 10:30:00,242.0,245.0,230.0,234.15,89400
2020-06-05 10:45:00,234.15,243.85,227.65,228.95,107325
2020-06-05 11:00:00,229.0,233.75,219.55,219.55,201075
2020-06-05 11:15:00,219.55,221.45,211.0,218.6,133500
2020-06-05 11:30:00,218.6,225.8,214.0,218.85,82875
2020-06-05 11:45:00,218.6,222.25,211.05,218.55,80175
2020-06-05 12:00:00,218.55,222.5,210.1,214.85,107250
2020-06-05 12:15:00,214.65,222.95,214.0,220.35,75525
2020-06-05 12:30:00,219.05,225.95,215.35,216.4,90525
2020-06-05 12:45:00,216.4,219.7,212.25,217.1,110850
2020-06-05 13:00:00,217.1,221.85,214.5,216.1,83700
2020-06-05 13:15:00,215.85,215.85,198.7,202.8,364050
2020-06-05 13:30:00,202.75,205.8,193.0,201.0,263400
2020-06-05 13:45:00,201.55,208.0,196.0,199.85,143475
2020-06-05 14:00:00,199.25,203.0,190.0,195.0,133875
2020-06-05 14:15:00,195.0,205.9,190.0,200.0,156525
2020-06-05 14:30:00,200.0,204.4,191.55,195.6,98025
2020-06-05 14:45:00,195.6,204.35,192.35,198.05,136200
2020-06-05 15:00:00,198.05,206.0,190.95,193.6,185400
2020-06-05 15:15:00,194.05,196.5,177.0,179.0,245400
2020-06-08 09:15:00,140.0,155.2,122.0,141.95,633975
2020-06-08 09:30:00,141.6,147.0,136.95,142.25,215475
2020-06-08 09:45:00,142.3,153.45,141.65,150.3,198900
2020-06-08 10:00:00,150.5,156.6,145.75,148.55,190125
2020-06-08 10:15:00,148.35,150.0,141.45,143.05,105825
2020-06-08 10:30:00,143.15,148.9,143.0,148.5,65175
2020-06-08 10:45:00,148.6,150.0,145.0,147.8,69150
2020-06-08 11:00:00,147.8,147.9,141.0,141.0,72300
2020-06-08 11:15:00,141.0,144.35,139.3,142.55,81525
2020-06-08 11:30:00,142.55,148.65,140.7,143.25,74925
2020-06-08 11:45:00,143.0,145.95,142.1,143.1,78300
2020-06-08 12:00:00,143.1,147.9,143.0,144.1,50550
2020-06-08 12:15:00,144.1,160.0,142.7,156.0,166800
2020-06-08 12:30:00,155.9,164.5,155.9,164.5,320025
2020-06-08 12:45:00,165.0,191.7,165.0,186.75,530475
2020-06-08 13:00:00,186.75,186.75,171.85,177.5,122775
2020-06-08 13:15:00,177.45,202.95,177.2,196.1,259050
2020-06-08 13:30:00,196.1,198.75,181.95,183.25,125850
2020-06-08 13:45:00,183.0,187.7,174.9,179.2,138150
2020-06-08 14:00:00,179.2,191.55,173.8,191.55,94275
2020-06-08 14:15:00,191.05,207.2,187.4,189.65,282375
2020-06-08 14:30:00,189.75,189.75,173.8,182.0,294750
2020-06-08 14:45:00,182.0,193.3,175.35,191.4,217050
2020-06-08 15:00:00,191.4,191.4,177.0,187.1,152400
2020-06-08 15:15:00,187.25,191.35,178.5,183.15,167475
2020-06-09 09:15:00,171.2,190.9,157.9,184.25,297450
2020-06-09 09:30:00,185.0,195.9,181.65,183.0,422175
2020-06-09 09:45:00,183.0,183.0,171.0,173.65,335775
2020-06-09 10:00:00,173.65,173.65,151.0,155.75,344325
2020-06-09 10:15:00,155.05,156.45,148.45,155.7,155925
2020-06-09 10:30:00,155.7,156.55,148.75,150.05,79950
2020-06-09 10:45:00,149.75,154.95,143.8,151.25,142425
2020-06-09 11:00:00,151.5,158.6,148.75,148.75,128850
2020-06-09 11:15:00,148.75,152.35,147.3,150.9,98700
2020-06-09 11:30:00,150.9,152.3,145.5,147.05,118650
2020-06-09 11:45:00,147.25,149.55,139.35,142.75,146775
2020-06-09 12:00:00,142.75,149.4,141.3,147.75,135075
2020-06-09 12:15:00,147.75,153.4,147.65,151.1,102150
2020-06-09 12:30:00,150.75,160.35,145.25,156.3,177900
2020-06-09 12:45:00,156.3,177.15,156.3,177.15,269850
2020-06-09 13:00:00,177.6,183.95,167.0,179.8,312975
2020-06-09 13:15:00,179.5,193.75,173.8,188.25,479925
2020-06-09 13:30:00,188.25,198.8,180.85,189.85,292500
2020-06-09 13:45:00,189.6,202.3,185.1,200.0,222750
2020-06-09 14:00:00,201.15,215.4,192.8,212.1,313125
2020-06-09 14:15:00,212.95,218.7,203.15,217.0,283875
2020-06-09 14:30:00,217.0,234.0,210.0,232.2,399975
2020-06-09 14:45:00,232.5,238.85,222.45,225.0,384450
2020-06-09 15:00:00,224.35,234.0,211.0,230.5,315150
2020-06-09 15:15:00,230.5,245.0,230.05,243.0,322350
2020-06-10 09:15:00,215.05,215.15,193.0,201.1,554550
2020-06-10 09:30:00,200.5,210.0,190.6,209.4,366075
2020-06-10 09:45:00,208.95,225.0,204.0,217.85,245475
2020-06-10 10:00:00,217.5,227.4,207.0,208.15,204450
2020-06-10 10:15:00,208.15,208.15,193.3,197.95,162675
2020-06-10 10:30:00,197.9,197.95,181.9,186.0,159600
2020-06-10 10:45:00,186.0,195.1,184.05,192.0,102825
2020-06-10 11:00:00,193.4,194.65,183.95,186.0,58275
2020-06-10 11:15:00,186.0,203.5,182.85,199.15,148575
2020-06-10 11:30:00,200.0,206.4,194.55,203.0,93225
2020-06-10 11:45:00,203.0,211.0,196.7,211.0,99375
2020-06-10 12:00:00,211.35,214.9,198.5,200.7,102375
2020-06-10 12:15:00,200.7,208.0,191.8,207.5,77325
2020-06-10 12:30:00,207.5,210.55,187.0,188.35,129000
2020-06-10 12:45:00,188.35,198.2,184.0,184.7,109800
2020-06-10 13:00:00,185.05,194.95,180.0,191.3,181575
2020-06-10 13:15:00,191.3,196.8,188.75,190.05,68775
2020-06-10 13:30:00,190.05,201.85,184.25,193.0,131700
2020-06-10 13:45:00,193.0,198.9,186.65,195.75,80475
2020-06-10 14:00:00,195.75,200.0,187.0,192.4,82125
2020-06-10 14:15:00,192.4,201.0,187.5,197.0,123075
2020-06-10 14:30:00,197.0,213.0,197.0,208.15,237975
2020-06-10 14:45:00,208.15,215.1,198.7,208.9,277875
2020-06-10 15:00:00,209.0,209.5,176.45,177.15,351300
2020-06-10 15:15:00,177.35,179.1,167.55,173.35,253125
2020-06-11 09:15:00,194.0,209.0,186.1,204.5,442125
2020-06-11 09:30:00,203.95,205.9,186.8,198.5,243825
2020-06-11 09:45:00,198.5,204.5,195.5,199.95,254100
2020-06-11 10:00:00,199.0,200.15,190.05,195.85,128325
2020-06-11 10:15:00,195.85,196.95,192.15,193.25,92475
2020-06-11 10:30:00,193.25,210.75,191.35,205.9,288000
2020-06-11 10:45:00,206.0,216.65,206.0,211.45,222150
2020-06-11 11:00:00,212.0,225.9,212.0,225.9,334500
2020-06-11 11:15:00,226.0,234.0,214.95,221.1,444075
2020-06-11 11:30:00,220.7,227.0,215.05,220.0,219975
2020-06-11 11:45:00,220.0,224.9,212.65,223.65,225225
2020-06-11 12:00:00,223.8,232.35,221.05,225.45,307125
2020-06-11 12:15:00,225.45,247.4,224.35,236.4,459900
2020-06-11 12:30:00,236.4,253.0,235.7,252.25,304275
2020-06-11 12:45:00,253.0,254.75,238.0,243.9,316875
2020-06-11 13:00:00,243.9,247.75,212.0,230.0,520950
2020-06-11 13:15:00,229.5,244.75,226.8,243.05,165225
2020-06-11 13:30:00,243.05,251.85,236.6,240.3,203475
2020-06-11 13:45:00,240.3,252.9,231.0,251.15,224550
2020-06-11 14:00:00,251.5,259.35,243.6,256.4,334650
2020-06-11 14:15:00,256.4,275.95,254.35,265.0,238800
2020-06-11 14:30:00,266.0,279.5,258.15,272.0,244425
2020-06-11 14:45:00,271.65,275.0,264.15,269.2,218175
2020-06-11 15:00:00,270.15,286.5,268.4,280.8,193575
2020-06-11 15:15:00,281.3,285.0,273.0,276.05,331725
2020-06-12 09:15:00,477.0,492.45,417.85,434.95,696900
2020-06-12 09:30:00,433.55,444.0,407.45,407.45,200400
2020-06-12 09:45:00,408.85,443.4,406.5,431.0,102075
2020-06-12 10:00:00,431.0,442.2,421.35,429.0,63300
2020-06-12 10:15:00,429.0,437.1,415.2,418.75,50175
2020-06-12 10:30:00,418.75,420.6,378.05,391.95,118500
2020-06-12 10:45:00,391.95,402.0,386.0,393.7,65175
2020-06-12 11:00:00,393.7,419.95,387.0,409.9,63225
2020-06-12 11:15:00,409.9,414.35,326.75,356.85,182025
2020-06-12 11:30:00,356.85,369.9,342.05,359.0,119175
2020-06-12 11:45:00,359.0,390.0,358.6,380.95,100650
2020-06-12 12:00:00,380.7,387.15,365.1,383.45,82200
2020-06-12 12:15:00,383.45,405.0,379.1,399.0,82275
2020-06-12 12:30:00,399.0,410.0,373.0,377.05,96225
2020-06-12 12:45:00,377.05,381.7,355.35,376.2,60075
2020-06-12 13:00:00,376.2,388.0,366.8,381.85,87900
2020-06-12 13:15:00,381.85,387.85,349.45,364.35,52425
2020-06-12 13:30:00,361.35,365.0,325.55,339.85,158025
2020-06-12 13:45:00,339.85,341.95,297.1,317.4,143850
2020-06-12 14:00:00,319.0,321.05,283.5,304.35,161175
2020-06-12 14:15:00,304.2,304.2,270.6,291.3,190875
2020-06-12 14:30:00,291.9,307.45,280.55,285.1,120375
2020-06-12 14:45:00,285.1,285.1,250.0,262.1,164550
2020-06-12 15:00:00,262.1,266.35,228.9,239.45,384900
2020-06-12 15:15:00,239.1,258.4,235.7,250.0,258525
2020-06-15 09:15:00,259.95,294.85,259.95,282.75,271275
2020-06-15 09:30:00,282.75,314.0,282.75,294.15,179325
2020-06-15 09:45:00,294.15,308.65,283.1,308.55,101850
2020-06-15 10:00:00,308.55,313.1,298.6,311.85,65625
2020-06-15 10:15:00,311.85,346.7,311.85,345.0,136050
2020-06-15 10:30:00,345.0,367.75,344.5,354.1,203700
2020-06-15 10:45:00,353.8,368.45,346.05,360.7,111975
2020-06-15 11:00:00,360.7,390.5,353.7,384.0,133800
2020-06-15 11:15:00,384.0,398.65,381.65,396.75,116550
2020-06-15 11:30:00,397.2,401.35,370.35,375.95,120300
2020-06-15 11:45:00,375.95,399.9,371.2,392.2,50550
2020-06-15 12:00:00,392.2,414.45,386.25,410.5,76875
2020-06-15 12:15:00,410.5,412.55,400.0,403.85,47850
2020-06-15 12:30:00,401.5,402.8,383.85,393.0,32250
2020-06-15 12:45:00,393.0,405.7,372.6,384.5,55725
2020-06-15 13:00:00,384.5,396.85,373.85,379.15,25950
2020-06-15 13:15:00,379.15,379.65,354.3,356.1,52725
2020-06-15 13:30:00,356.1,381.5,343.55,368.4,90825
2020-06-15 13:45:00,368.4,375.4,344.75,350.15,40200
2020-06-15 14:00:00,349.85,349.85,322.8,333.6,80325
2020-06-15 14:15:00,333.6,333.6,291.2,295.0,122250
2020-06-15 14:30:00,294.4,351.0,294.3,335.6,105300
2020-06-15 14:45:00,335.6,335.95,285.45,287.45,96975
2020-06-15 15:00:00,288.95,332.35,287.5,319.35,116475
2020-06-15 15:15:00,318.0,328.7,307.3,310.8,101775
2020-06-16 09:15:00,201.1,204.35,169.0,194.4,740100
2020-06-16 09:30:00,194.25,205.0,184.8,201.45,394575
2020-06-16 09:45:00,200.95,212.35,198.1,211.6,314550
2020-06-16 10:00:00,211.15,217.0,202.8,208.3,214650
2020-06-16 10:15:00,208.3,217.4,205.0,211.4,171750
2020-06-16 10:30:00,211.4,211.6,190.35,199.9,267600
2020-06-16 10:45:00,199.9,204.65,189.3,190.45,237900
2020-06-16 11:00:00,191.3,206.9,189.95,204.15,166875
2020-06-16 11:15:00,204.25,205.1,194.05,203.1,117075
2020-06-16 11:30:00,203.1,232.4,203.1,229.5,332625
2020-06-16 11:45:00,229.5,234.85,216.95,220.6,178575
2020-06-16 12:00:00,220.6,244.0,213.55,237.95,204300
2020-06-16 12:15:00,236.55,266.05,236.55,243.45,244875
2020-06-16 12:30:00,242.65,265.3,242.65,251.05,200925
2020-06-16 12:45:00,251.05,259.8,225.25,238.0,219375
2020-06-16 13:00:00,239.0,313.95,239.0,306.3,555825
2020-06-16 13:15:00,306.0,393.75,306.0,343.65,438750
2020-06-16 13:30:00,343.65,392.85,341.9,346.65,189375
2020-06-16 13:45:00,346.5,346.5,298.7,317.5,200775
2020-06-16 14:00:00,314.5,329.95,287.3,306.2,127425
2020-06-16 14:15:00,306.2,318.35,257.55,262.05,151725
2020-06-16 14:30:00,262.6,283.15,240.95,277.1,168150
2020-06-16 14:45:00,276.8,285.75,251.35,261.35,110550
2020-06-16 15:00:00,259.65,264.35,241.85,257.55,145050
2020-06-16 15:15:00,256.1,267.0,253.2,265.0,114900
2020-06-17 09:15:00,291.5,313.25,269.7,285.95,192000
2020-06-17 09:30:00,285.95,290.9,242.1,255.4,245325
2020-06-17 09:45:00,255.4,269.35,250.45,254.2,96450
2020-06-17 10:00:00,254.5,259.95,235.1,246.65,118575
2020-06-17 10:15:00,246.0,286.95,243.85,273.1,110475
2020-06-17 10:30:00,273.1,291.65,258.2,283.65,95625
2020-06-17 10:45:00,283.65,288.7,264.7,281.75,57525
2020-06-17 11:00:00,281.45,286.9,266.05,273.85,65850
2020-06-17 11:15:00,273.85,278.0,255.65,265.1,61125
2020-06-17 11:30:00,265.1,285.0,249.4,272.95,75450
2020-06-17 11:45:00,272.95,272.95,236.25,249.8,110625
2020-06-17 12:00:00,249.8,259.8,240.0,244.35,52800
2020-06-17 12:15:00,244.35,244.8,228.0,240.0,122325
2020-06-17 12:30:00,240.5,244.5,221.1,236.7,91875
2020-06-17 12:45:00,235.75,251.35,223.2,226.35,93750
2020-06-17 13:00:00,226.35,230.35,218.6,224.95,116250
2020-06-17 13:15:00,224.95,230.0,208.3,226.05,343725
2020-06-17 13:30:00,226.05,243.9,225.15,231.75,132225
2020-06-17 13:45:00,231.75,235.7,221.0,230.0,80250
2020-06-17 14:00:00,230.0,238.4,215.45,237.95,105600
2020-06-17 14:15:00,238.8,246.1,225.8,232.45,90825
2020-06-17 14:30:00,232.55,256.0,227.25,245.9,166875
2020-06-17 14:45:00,246.5,277.85,246.5,269.4,311925
2020-06-17 15:00:00,270.9,285.95,258.05,273.4,198225
2020-06-17 15:15:00,273.4,283.8,268.65,276.0,178875
2020-06-18 09:15:00,280.8,289.8,254.25,263.9,239550
2020-06-18 09:30:00,263.9,275.95,257.15,262.3,111150
2020-06-18 09:45:00,262.0,267.7,242.35,248.15,111525
2020-06-18 10:00:00,246.5,252.0,239.8,241.35,114525
2020-06-18 10:15:00,241.0,241.25,226.9,235.2,141150
2020-06-18 10:30:00,235.2,243.95,230.0,241.9,84975
2020-06-18 10:45:00,241.9,249.45,238.05,247.7,138225
2020-06-18 11:00:00,245.55,247.65,232.7,237.25,76575
2020-06-18 11:15:00,237.55,239.0,223.3,224.35,101250
2020-06-18 11:30:00,223.9,228.6,214.1,224.75,151425
2020-06-18 11:45:00,224.75,229.75,207.4,207.85,140100
2020-06-18 12:00:00,206.5,206.85,186.55,190.75,357225
2020-06-18 12:15:00,191.4,200.95,180.0,191.9,234075
2020-06-18 12:30:00,192.75,204.95,188.4,190.1,181725
2020-06-18 12:45:00,190.1,190.1,174.15,174.75,419550
2020-06-18 13:00:00,174.7,188.25,174.05,188.25,245100
2020-06-18 13:15:00,188.75,188.75,167.0,171.85,279450
2020-06-18 13:30:00,171.85,177.3,159.85,168.9,555825
2020-06-18 13:45:00,168.4,169.8,158.0,162.95,376425
2020-06-18 14:00:00,162.95,170.1,144.05,144.75,704550
2020-06-18 14:15:00,144.7,146.15,130.1,141.65,1016700
2020-06-18 14:30:00,142.0,154.5,134.2,153.0,692775
2020-06-18 14:45:00,152.95,154.15,137.75,137.75,517950
2020-06-18 15:00:00,137.75,144.35,128.0,141.8,804450
2020-06-18 15:15:00,141.9,143.75,135.5,139.7,653025
2020-06-19 09:15:00,139.9,139.9,102.2,105.1,2181000
2020-06-19 09:30:00,105.1,135.25,105.1,133.05,2569050
2020-06-19 09:45:00,133.1,135.0,118.55,126.85,1377750
2020-06-19 10:00:00,127.05,129.75,109.8,114.55,1246650
2020-06-19 10:15:00,114.55,129.8,114.15,122.45,996375
2020-06-19 10:30:00,122.45,123.3,112.15,121.0,776850
2020-06-19 10:45:00,120.5,133.75,113.7,116.6,1159350
2020-06-19 11:00:00,116.95,123.4,107.3,111.65,759750
2020-06-19 11:15:00,111.9,115.3,98.0,100.5,1243650
2020-06-19 11:30:00,99.85,102.0,94.8,97.75,1416300
2020-06-19 11:45:00,97.6,100.55,89.4,89.65,1453050
2020-06-19 12:00:00,89.3,93.05,86.0,90.45,1513275
2020-06-19 12:15:00,90.1,94.95,88.3,90.0,1032450
2020-06-19 12:30:00,90.0,97.85,89.65,90.9,999300
2020-06-19 12:45:00,90.9,96.55,89.5,94.45,600375
2020-06-19 13:00:00,94.5,108.0,94.0,99.35,1906650
2020-06-19 13:15:00,99.15,103.55,91.25,93.2,1039650
2020-06-19 13:30:00,94.0,98.5,85.15,93.75,1483950
2020-06-19 13:45:00,93.5,95.35,88.45,89.2,851175
2020-06-19 14:00:00,89.25,102.6,88.15,91.6,1478100
2020-06-19 14:15:00,92.0,93.75,86.25,87.75,1108575
2020-06-19 14:30:00,87.05,87.05,75.8,76.35,1714350
2020-06-19 14:45:00,76.0,76.0,66.8,69.9,2122275
2020-06-19 15:00:00,70.2,72.95,63.6,65.2,1247400
2020-06-19 15:15:00,65.3,67.95,60.0,61.0,1572750
2020-06-22 09:15:00,53.75,53.75,40.0,43.4,2555850
2020-06-22 09:30:00,43.0,43.0,38.8,39.85,1626450
2020-06-22 09:45:00,39.95,44.05,36.25,41.5,1717200
2020-06-22 10:00:00,41.55,42.5,38.2,42.35,910050
2020-06-22 10:15:00,42.25,44.6,37.85,41.15,1242300
2020-06-22 10:30:00,41.25,45.8,40.15,45.0,989550
2020-06-22 10:45:00,45.1,47.5,42.1,44.6,1114350
2020-06-22 11:00:00,44.4,44.4,38.8,42.9,917325
2020-06-22 11:15:00,42.85,45.65,39.3,43.1,722400
2020-06-22 11:30:00,43.25,49.85,43.25,46.7,1249425
2020-06-22 11:45:00,46.6,48.65,43.0,45.25,667725
2020-06-22 12:00:00,45.4,48.0,43.55,44.3,538425
2020-06-22 12:15:00,44.1,44.2,38.3,40.15,979725
2020-06-22 12:30:00,39.9,42.85,37.35,37.8,922500
2020-06-22 12:45:00,37.5,38.0,33.5,34.7,1331775
2020-06-22 13:00:00,34.65,37.75,33.65,37.0,871125
2020-06-22 13:15:00,37.0,37.6,33.05,34.85,708675
2020-06-22 13:30:00,35.0,36.75,33.75,35.85,559500
2020-06-22 13:45:00,36.05,37.4,34.0,36.7,796125
2020-06-22 14:00:00,36.7,36.7,29.0,29.75,1711875
2020-06-22 14:15:00,29.75,31.65,28.1,30.9,919950
2020-06-22 14:30:00,30.85,32.35,28.8,29.25,818325
2020-06-22 14:45:00,29.25,35.7,29.2,35.05,1649325
2020-06-22 15:00:00,35.15,41.75,32.9,33.55,2490750
2020-06-22 15:15:00,33.25,34.7,28.55,29.0,1441425
2020-06-23 09:15:00,20.0,27.2,19.95,23.6,2109000
2020-06-23 09:30:00,23.6,24.15,21.65,23.75,1410975
2020-06-23 09:45:00,23.5,28.25,22.6,25.15,1961250
2020-06-23 10:00:00,25.1,25.1,21.65,21.65,1206300
2020-06-23 10:15:00,21.65,21.75,18.8,21.05,1683150
2020-06-23 10:30:00,21.05,21.05,19.6,20.3,951525
2020-06-23 10:45:00,20.2,22.55,20.1,21.2,861225
2020-06-23 11:00:00,21.2,22.05,19.85,21.8,766425
2020-06-23 11:15:00,21.8,23.35,20.8,22.25,846300
2020-06-23 11:30:00,22.25,22.95,20.1,20.8,628200
